Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,2015,Winter,West Bengal,5443.0846017336435,16596.144182394622,708.5240791464151,512.5990603007731,150.07688121268444,3.0490329283341815
Wheat,2017,Winter,Uttar Pradesh,1572.0198367103048,6101.2872964923645,1345.5701215861402,909.9543603450544,101.07361548145202,3.8811770398904466
Barley,2022,Kharif,Tamil Nadu,3551.580335721605,9088.629663122743,585.070394949666,686.138235956046,27.825186517395206,2.5590381756847203
Groundnut,2012,Whole Year,Maharashtra,5879.0282302148,16208.583404282752,1495.9802928005236,150.56232374630008,126.06590609459474,2.757017447369962
Barley,2010,Winter,Tamil Nadu,8719.26025244672,19035.27403871714,861.1117071734297,830.0799501081868,80.71899790352474,2.183129472867338
Rice,2012,Winter,West Bengal,2759.8829540625065,10125.672387798664,678.539866914607,941.8613744957503,190.43301953066882,3.6688774692034767
Soybean,2021,Kharif,Karnataka,1300.1460064682724,3936.0829810265873,1114.243774687217,846.4801959880936,107.5090842733879,3.0274161220697025
Maize,2012,Kharif,Maharashtra,5632.439943792692,21060.363194088415,1198.9244395483456,754.7872727401722,23.730553084193055,3.7391189971405336
Barley,2014,Kharif,Uttar Pradesh,1847.362102928751,8052.88498296726,755.7272958441066,235.10835623198935,130.84932580746406,4.3591264377462675
Rice,2020,Whole Year,Madhya Pradesh,6142.581516286876,24442.399801177897,562.3029064341982,414.0999030273293,158.0772034800347,3.9791738597802224
Sugarcane,2021,Winter,Maharashtra,2708.8622805889468,29111.980392513182,1121.0833868582204,608.7581995132273,40.49553378706447,10.746939998065832
Soybean,2021,Rabi,Punjab,2386.533742576184,10635.91442668899,1639.2895039826449,169.17470144055056,95.32089922543341,4.456636936215229
Rice,2013,Rabi,West Bengal,4051.8895733900217,24971.008218879037,1811.2996559015323,195.64319272220638,151.20742111518607,6.162805714862311
Rice,2022,Winter,Madhya Pradesh,5972.598399823663,27565.03531039483,646.3224411936495,940.8285298100349,13.893786923887358,4.615250091351976
Maize,2013,Winter,Tamil Nadu,5498.644962198198,10352.610051905054,1287.0131945168828,732.4220739483852,15.50426125850164,1.882756592410793
Groundnut,2018,Winter,Madhya Pradesh,2522.8713246263073,4586.495953799105,895.1044832095772,347.578341446148,138.61329270774365,1.8179666592700547
Barley,2016,Winter,West Bengal,8922.055077088424,15825.17732441855,1061.9508044042996,394.624278785213,147.77403468176837,1.7737143727185838
Sugarcane,2013,Whole Year,Tamil Nadu,1187.8315003784903,14506.377935308396,1900.1627446398595,445.9863738521525,170.7151930907471,12.212487992350841
Cotton,2012,Rabi,West Bengal,490.72887443591947,1122.8101899020821,1028.1121594184704,167.56416332084524,85.9239650005992,2.288045901502585
Barley,2015,Summer,Rajasthan,6066.792067121356,15891.361103856556,1048.0188952674903,765.2592988429853,84.05756635864606,2.6194009829311455
Cotton,2012,Rabi,Karnataka,1321.730963848217,3527.172798434527,814.0937386174869,259.15061088208506,114.94991481863494,2.668601171425364
Rice,2015,Rabi,Uttar Pradesh,5098.419061361715,28830.972786965678,1940.0276270387833,824.6080223386391,153.89212145663691,5.654884865283188
Wheat,2020,Kharif,Uttar Pradesh,9522.555515655362,36840.252249884485,1184.731034990425,861.2851867992403,131.78851741826165,3.8687358860043424
Sugarcane,2022,Winter,Punjab,7015.944687382622,56456.8203297726,1355.5882010851444,674.5907596847177,72.19142773033201,8.046930648028592
Soybean,2020,Winter,Karnataka,6212.820145937828,8190.8247832905245,1179.7521384520996,792.8694490590218,75.84397872281049,1.3183746818497537
Wheat,2022,Winter,Karnataka,5790.571726235579,15655.762872599968,879.3786151457962,254.65165001743904,154.97093775775014,2.703664441572801
Wheat,2022,Kharif,Punjab,1877.4385967759683,6243.3806004466,1715.6189197114804,618.3450844035731,111.58286573470464,3.325477920379418
Barley,2021,Whole Year,Tamil Nadu,4383.213463818233,21103.450268769197,542.7068388152318,709.1193830015181,28.61547336016379,4.814607009895864
Sugarcane,2018,Whole Year,Punjab,3490.982722930949,63453.504756967406,1535.3651451375406,695.40452276885,39.06904128893507,18.176401830970192
Groundnut,2015,Summer,Tamil Nadu,9535.43578999842,20052.075495374807,1391.4092158990288,205.5608898788627,171.72617142828,2.102900794152181
Rice,2021,Whole Year,Punjab,2498.9702905701774,9860.063741962163,716.4209760331238,409.9442162320343,199.77265202271346,3.9456506462557597
Rice,2013,Whole Year,Maharashtra,4768.012076820909,20179.57769515004,748.8575664510341,392.5337693341029,73.77975209083843,4.23228325977833
Rice,2014,Winter,Maharashtra,9386.985696434876,43944.19410962777,1488.8383818513041,615.2741853372175,83.47331569579683,4.6813956610499075
Rice,2022,Rabi,Rajasthan,7912.888459149219,36719.68316606922,968.2081874949073,788.7134159809779,39.352724710021384,4.640490429713104
Barley,2015,Whole Year,Gujarat,9648.700868915788,26004.08146532516,898.6071172485188,613.5313295531923,54.7854859714801,2.695086293855351
Cotton,2020,Whole Year,Punjab,6122.469525955211,31614.517434162073,588.7341433059189,779.3446947864888,90.6796706974187,5.163687185397572
Rice,2012,Kharif,Karnataka,3404.489861984747,11285.734502994726,1649.7246339841763,189.0708370291073,64.03403243804487,3.314956119862074
Cotton,2017,Summer,Maharashtra,8283.832777094183,23954.514181657294,1824.007902950968,890.3248217805497,143.27072237219784,2.8917187039186105
Cotton,2013,Kharif,Andhra Pradesh,2985.417086596369,11319.799179171037,1729.7665275886006,582.9553624278337,112.19139388579194,3.7916977262552543
Groundnut,2017,Winter,Tamil Nadu,1731.2507389276707,4976.789880576877,1199.0511792500554,133.7487944204556,166.2364543757163,2.8746788484604373
Rice,2019,Rabi,Maharashtra,7092.259258986172,26099.603409807856,1300.9346128708437,678.8917027201837,147.6597343666137,3.680012596372394
Maize,2019,Summer,Maharashtra,6425.661068990158,13531.234803809746,863.4142909770326,565.612468626768,34.339116272491296,2.1058120959897257
Soybean,2012,Kharif,West Bengal,8801.594135694415,35400.47304041345,759.2821091281792,298.3326119637085,33.44390345957656,4.022052425349704
Wheat,2019,Whole Year,Tamil Nadu,9623.055102378901,62107.519439288975,1734.501762337017,787.9829127502193,180.17324131641683,6.454033441410459
Cotton,2016,Whole Year,Uttar Pradesh,8586.256113523086,43006.848769291646,1697.5162408172455,940.2114260871821,165.70713549506345,5.008801065409311
Sugarcane,2020,Summer,Madhya Pradesh,694.2157961238804,5838.936728916776,1666.039742655338,390.41510845915525,98.90429140091469,8.410838188237996
Sugarcane,2022,Whole Year,Tamil Nadu,6678.6829865244545,118010.92800995,1195.038959596452,544.5241145347321,34.76918560705479,17.669790323640164
Soybean,2021,Kharif,Rajasthan,7868.850887354052,33155.65607036532,1796.7616412668388,215.3574988285862,180.72949523030303,4.213532133853169
Sugarcane,2018,Kharif,West Bengal,9821.094371066747,174547.1493780955,1889.348104026222,936.8197513343345,53.83310590142672,17.772678154108455
Maize,2013,Whole Year,Tamil Nadu,3809.146865175074,21939.392821675832,992.5165169801671,386.91645365730966,16.751607179634394,5.759660521954558
Sugarcane,2017,Whole Year,Tamil Nadu,1781.827713984364,27190.18513120724,837.0417376705337,275.30621532957326,185.60550974760642,15.259716143042233
Wheat,2012,Winter,Gujarat,8544.03731179249,18630.70019812692,1196.3945461639748,530.5858090925099,163.69776793737213,2.18054995761931
Wheat,2016,Rabi,West Bengal,3242.920761962298,8256.51736350067,768.9895350118888,138.95424055106267,141.76152154050519,2.5460126748532192
Cotton,2012,Summer,Tamil Nadu,6022.198768359202,15761.266990168042,1826.0043277098453,327.5531481037644,16.465767896886664,2.617194748366356
Rice,2021,Kharif,Madhya Pradesh,3959.9581657086983,24486.01427015635,1006.9857501166541,160.89196284226975,110.40192389461474,6.183402259698918
Groundnut,2016,Summer,Madhya Pradesh,4083.0299419107455,13928.848081296668,1364.2576798108653,214.6340390447798,134.19086946591653,3.411399935700288
Maize,2023,Winter,Andhra Pradesh,7351.398343856771,20572.401438088884,1392.0792438606877,200.94179577928128,154.27597574858598,2.7984337776064474
Cotton,2020,Kharif,West Bengal,3678.6037408653924,10158.608667078324,1272.4818205188444,885.1779595161615,99.5040381117195,2.7615392639949063
Maize,2019,Winter,Uttar Pradesh,6961.443618407821,30070.963196548648,734.7885641346475,937.3913632311652,191.1363670154958,4.319644723837653
Rice,2019,Winter,Tamil Nadu,241.85170897779082,1026.2976529962887,1986.500960140057,527.0699492021315,56.50840158490316,4.243499693816649
Barley,2020,Whole Year,Gujarat,3314.0091610383724,10482.889951117857,758.9048438616945,667.3753790680107,23.249634298746248,3.163204880167945
Sugarcane,2020,Summer,Gujarat,3258.5359104012605,35414.12533224926,1627.2610408563648,726.3117075366986,73.22558655164346,10.868109576207898
Sugarcane,2015,Summer,Karnataka,7513.469330377498,51139.66208225742,1687.0443110827387,452.18199238485414,135.7429253582754,6.806397927984623
Groundnut,2011,Whole Year,Uttar Pradesh,3214.1154486537157,13597.430004298483,717.7455625419091,433.18942033859906,150.0598688124917,4.230535654839028
Rice,2020,Summer,Gujarat,6369.938610414321,33142.27125565799,1899.7452673248204,708.0121173013026,150.3144104518137,5.202918471062363
Cotton,2012,Whole Year,Madhya Pradesh,6916.391580867861,33669.398913066856,1231.6381439415925,439.0430637207146,31.028027248319447,4.868058512794913
Groundnut,2015,Kharif,Karnataka,6618.412887551441,14218.01118228931,1443.3244378515299,622.9085675951594,178.16699637937128,2.1482508607209954
Rice,2023,Winter,Punjab,6072.607442381779,35160.63149697951,1463.2790840521943,563.6735297303119,63.358403555348424,5.790038600484427
Soybean,2013,Winter,Gujarat,4194.806808559008,11103.657670892537,1257.432688388451,572.0145408108833,49.883110456013036,2.647000965154542
Wheat,2015,Summer,Rajasthan,3795.719279069723,10111.81011447635,713.0330661817305,846.4229765888059,126.74692061814413,2.6640036765191475
Groundnut,2010,Rabi,West Bengal,5689.382177921308,18266.0727226989,1627.6300368369486,733.6513980088268,50.251324142428366,3.2105547054975054
Groundnut,2019,Winter,Gujarat,730.6607145948306,2355.62305461825,1372.6787526852384,964.6143886342836,106.52731364245456,3.2239629250143844
Cotton,2021,Whole Year,Maharashtra,8770.616436310109,35257.87584830111,678.0209228860753,811.8789645264217,87.33564234362102,4.0199997462361345
Maize,2010,Rabi,Uttar Pradesh,8270.619916000396,27706.086802955404,1550.482952950413,231.21326313990616,54.08650989941832,3.349940764337994
Soybean,2012,Rabi,Maharashtra,3529.2086986681775,18859.11397205318,1554.1448912097358,764.6349726998585,65.49133017531881,5.343723078538844
Cotton,2017,Winter,Andhra Pradesh,5711.509321517749,11338.858259053417,1322.7296691438728,699.0827985704218,91.20737395856398,1.9852647734172448
Rice,2017,Winter,Gujarat,9329.054212026187,37365.981085042586,635.823215437352,681.4395815602137,75.77046579988766,4.005334328197352
Rice,2020,Winter,Punjab,2789.204294379757,14906.571551161642,1028.966046705094,532.6701635728033,82.49939903060202,5.344381399812973
Rice,2013,Whole Year,Maharashtra,7450.307150179048,40350.739405038825,576.3861614400514,156.2175278343878,149.73257809834533,5.415983340239752
Barley,2015,Rabi,Maharashtra,919.0448924779511,3571.1000503944047,1216.394028239587,956.3362907590629,41.992183411543564,3.885664432306368
Rice,2017,Summer,Uttar Pradesh,5281.384259962613,17006.53227843375,1859.670697841065,866.7322252519707,129.24753159316066,3.2200899312246105
Maize,2016,Whole Year,Karnataka,8851.294381528247,52837.35433379368,503.3794739193856,538.1272336706722,138.84997737308862,5.969449445050644
Soybean,2020,Kharif,Punjab,5561.921913075827,17563.296689968935,899.9579795636182,242.72287086772758,162.3965387735815,3.1577747700266015
Sugarcane,2016,Winter,Maharashtra,6200.902985687304,58715.739080508574,1699.7886517221275,842.0253920701828,170.9921633088352,9.468901419040757
Wheat,2022,Rabi,Tamil Nadu,9085.629003764487,20626.353907548462,514.7912507324098,487.60444486826725,40.14645325875182,2.270217493912888
Maize,2013,Whole Year,Punjab,7182.070336493048,27186.678464446453,515.2601555690101,451.1025311557235,36.269544612420425,3.78535397047107
Maize,2018,Kharif,Tamil Nadu,6989.109834220229,32565.52480133342,1416.2278791415988,698.8440087394313,126.8064924978557,4.659466738079491
Barley,2021,Whole Year,Gujarat,5905.2018187196945,31347.43203281292,1683.7996351978766,782.8078586793864,153.81414461076326,5.308443808548672
Sugarcane,2019,Whole Year,Maharashtra,6366.587280504942,73621.70313954909,1664.758126200006,156.5566629584123,61.742021745539674,11.5637624830787
Sugarcane,2015,Summer,Maharashtra,8056.683697764511,51677.21184523081,1669.3670311239305,790.8007748351616,109.91096905889145,6.414203881377358
Wheat,2023,Summer,Madhya Pradesh,9794.407524642718,36960.141363168674,1041.5095172264987,760.5464512164654,156.72549181623648,3.773596439618936
Wheat,2021,Whole Year,Madhya Pradesh,7973.721004681061,46466.11178476871,1824.0862164116882,630.2886494698392,155.82559056568633,5.827406270860276
Sugarcane,2020,Kharif,Uttar Pradesh,7104.614633107262,74488.58197228398,519.2534020951053,404.5770229223209,134.22583156161164,10.48453516749096
Rice,2012,Rabi,West Bengal,1441.894347753997,8363.732948237765,968.2831051584506,248.32193253024508,24.96966222733935,5.800517188562216
Maize,2014,Rabi,West Bengal,8189.095835672762,22523.461998801773,1005.7815422530848,192.3876722654769,19.622333452387558,2.7504211027408734
Cotton,2014,Winter,Karnataka,7386.34423724716,14259.456684424918,748.3566887293117,101.06532434671117,83.80460890938865,1.9305161290098931
Wheat,2023,Winter,Uttar Pradesh,7727.278734472216,20876.482576750404,1004.3389594881488,285.81415812288355,15.070611031051602,2.7016603508319412
Barley,2014,Rabi,West Bengal,2387.855134608788,11722.793623719524,1378.8261950781634,470.2032730449756,181.78742305240294,4.909340375725983
Barley,2017,Whole Year,Uttar Pradesh,9044.092595755184,32979.16984341019,1280.4189690460737,319.2798982600759,13.827486303397599,3.6464874164257077
Wheat,2018,Whole Year,Maharashtra,1063.0855466339358,4253.022992508031,979.1410378768098,378.0811482445089,15.626443806976496,4.000640405632871
Sugarcane,2022,Summer,Madhya Pradesh,2610.759351350271,27454.10047454845,1623.9912705236834,451.4071738248912,41.41220189057745,10.51575299743706
Soybean,2018,Summer,Madhya Pradesh,6663.932039411577,22305.84713466996,1572.1858676567108,377.436077618888,129.13287500125648,3.347250092400336
Cotton,2022,Winter,Madhya Pradesh,6769.77319192705,16100.63318369864,921.0447156206607,752.1589347928576,112.89528671140766,2.378312053777316
Cotton,2015,Rabi,West Bengal,3201.913206378166,10839.691062715994,984.8425891668762,542.5541102484729,135.3025559455167,3.3853794166323694
Wheat,2015,Whole Year,Punjab,7045.045793406966,43444.94805609121,931.2802979481914,117.39443297683663,179.77547681052027,6.166737496120851
Rice,2018,Rabi,Rajasthan,3940.5123227832332,16836.357062151314,693.2767497668233,304.00140822607307,96.43967365422277,4.2726314963683665
Soybean,2013,Kharif,Maharashtra,101.73760699344069,282.1060978916668,1629.1724644412823,738.6924201710776,18.336435417294698,2.772879235402647
Cotton,2015,Rabi,Gujarat,1709.800709645097,3469.6824046597067,569.4147657728736,370.83747095810725,155.06435879017698,2.029290539585697
Wheat,2013,Kharif,Uttar Pradesh,8837.920924659926,43882.924542836976,725.8707411551342,928.127594529144,164.27324792701634,4.965299522016887
Barley,2020,Summer,Madhya Pradesh,2304.670716121246,7997.369716639604,657.9567766217712,741.3976427026786,19.478788378447504,3.470070435961955
Cotton,2010,Summer,Madhya Pradesh,1217.8123547028715,4433.482158961916,1738.0084632865014,360.9342782916772,56.14136579112004,3.6405297924930484
Groundnut,2016,Winter,Madhya Pradesh,6853.7859987386255,12581.006099597267,566.0127730801265,564.7688615560996,156.41339187302947,1.8356286732490164
Soybean,2023,Rabi,Maharashtra,4462.993779856388,17127.89346955149,1496.9409348748381,700.5151271621528,81.46949532379925,3.8377587588980777
Soybean,2019,Rabi,Madhya Pradesh,7986.250270336679,26901.729369935212,566.7118976162052,274.02927880338575,99.8037657082396,3.368505676544633
Groundnut,2020,Kharif,Karnataka,8628.304852201303,18948.28351935463,1679.665105882699,321.56872109817607,166.40339107086095,2.1960609695565445
Maize,2021,Summer,Uttar Pradesh,8475.289886133593,28818.651696277604,1869.0711295906228,556.4113712760309,27.977712297737074,3.400314571354987
Barley,2015,Kharif,Maharashtra,3198.7912700492434,16339.802634675476,1230.264748751842,932.4052502412629,138.68402164840785,5.1081178030174925
Groundnut,2018,Summer,Uttar Pradesh,5104.904785884825,17880.702965328048,1706.8127015184434,409.6093301718537,50.847033482689845,3.5026516096379674
Sugarcane,2016,Kharif,Tamil Nadu,6536.403173004945,92158.6404546383,1559.6157992753426,461.9172952906358,21.903771904538132,14.099289473949433
Sugarcane,2022,Summer,Andhra Pradesh,3287.632564112827,29670.876817355776,1693.4529382602009,271.55818961336223,135.87459066230167,9.024997848371937
Wheat,2016,Kharif,Karnataka,506.8832219948796,2192.8806409007616,1650.1627992889828,633.8878257457985,33.06832806489324,4.3262048253846395
Soybean,2011,Summer,Punjab,5007.077384739499,21280.410032798507,808.0518256080979,766.1356725258986,151.93137917247816,4.250066135917261
Maize,2021,Kharif,Punjab,226.90150130937752,1318.2150127014388,1249.3385152321844,496.5780396786584,48.514024338491275,5.809635481010186
Maize,2020,Rabi,Rajasthan,9511.391684786877,40543.24648252599,1940.6212806895787,775.2244416938365,19.217283867991895,4.262598768524424
Cotton,2018,Winter,Karnataka,7987.168096122962,8069.336532821892,1015.2994168722374,372.34425103116166,28.866518348572264,1.0102875557031052
Cotton,2019,Kharif,Uttar Pradesh,2000.8967875835858,6549.677962473826,1955.7306359555967,736.2859762256513,169.8413472617223,3.273371221902778
Groundnut,2018,Winter,Punjab,2946.960314030091,9170.817308122605,1374.742567150604,332.5100798534087,80.4839611046521,3.111958197896846
Maize,2015,Rabi,Andhra Pradesh,9830.101625392439,57099.18635083819,1192.4171264986662,802.5845875944132,67.43066185980939,5.808605905288254
Groundnut,2022,Rabi,Punjab,3798.1306859989136,18046.96568619457,1486.6361975393033,847.5774204692885,103.32777574538004,4.751538895889306
Barley,2012,Summer,Madhya Pradesh,7858.851338595534,29597.001802646875,1723.7587567665405,817.9513015238099,130.257188081516,3.7660722321204
Groundnut,2010,Winter,Rajasthan,4523.473137350618,4438.418078297473,1091.3122322761237,293.9253452655634,17.049426609488435,0.9811969571896336
Cotton,2013,Whole Year,Maharashtra,8654.549648596041,27809.33049250403,549.4312626719569,724.8244941045449,180.65581755560098,3.213261419907079
Soybean,2023,Summer,Gujarat,7067.159730798939,14841.88432455455,1563.209446955617,584.6863486387143,192.11145931587544,2.1001201175449706
Groundnut,2023,Winter,Gujarat,326.8095929224776,902.8201852154424,1934.2501767460776,987.4332909901428,89.28829506942515,2.762526574394651
Rice,2012,Kharif,Punjab,3014.4598707984483,17834.702639193198,1437.479975414507,425.41913888115766,88.39949147793678,5.916384162868047
Soybean,2023,Kharif,Uttar Pradesh,5624.123917445179,24002.32781974486,782.6217178182101,794.1262175551365,176.92638504024958,4.26774519410806
Maize,2021,Rabi,Uttar Pradesh,9269.123036290563,53474.52755489311,872.3637982716655,433.07030535158526,91.56924164611505,5.769103219962569
Maize,2010,Whole Year,Madhya Pradesh,1110.0959569507547,5526.59156833818,1864.6260779470613,457.17172673863774,172.67608761417804,4.978480944583196
Groundnut,2012,Kharif,Punjab,6051.509123339563,14487.951889531285,520.343143406706,199.89296596458766,15.384019452983733,2.394105601469542
Soybean,2023,Winter,Punjab,3091.54964098531,6892.705068245562,1323.1199981951263,315.6950672435722,103.03361566591335,2.22953077539741
Cotton,2023,Winter,Gujarat,8904.34504199246,11879.806091301014,738.0164677909337,248.03585791510324,190.9615185067487,1.3341583277912552
Cotton,2013,Kharif,Tamil Nadu,7675.179135619281,23795.45844781676,924.1466528256191,243.28050493953438,58.032885158827796,3.1003131037536096
Sugarcane,2022,Winter,Punjab,3760.0569478919247,48451.45304756528,960.4724742398902,108.1148748866705,60.56941588596197,12.885829581578433
Maize,2022,Winter,Maharashtra,1754.3213226952755,6035.638144215629,828.9241216074913,814.4026925254861,129.7233678553992,3.440440508893031
Wheat,2023,Rabi,Rajasthan,213.82992673324796,905.4452641267366,1688.5280940592336,521.1380961457128,185.97626783098374,4.234417875736712
Sugarcane,2017,Whole Year,Rajasthan,6249.231061652293,52765.57789038083,998.3137609681382,823.7508111646822,47.761025845032194,8.44353127125846
Cotton,2018,Rabi,Maharashtra,4120.625695549314,12047.812596332633,1018.227486898307,651.2953682789243,185.11369491164828,2.92378232979168
Soybean,2012,Whole Year,Tamil Nadu,3216.0892793216144,14920.785133913498,1179.5102205401886,848.2038962324585,135.9707113818273,4.63941882143919
Barley,2015,Winter,Uttar Pradesh,9856.472687204672,28169.478208680594,1853.4429331106337,553.388502913697,198.67898970960027,2.8579674598245703
Cotton,2019,Whole Year,Gujarat,4714.80714204712,13764.500066347933,1532.2595480400246,184.63691902495106,149.92718082599987,2.9194195333240147
Soybean,2020,Winter,Rajasthan,7523.408908089699,14592.751556683252,592.6245562516665,655.0872789105465,136.88210273628806,1.9396462075844498
Sugarcane,2014,Winter,Karnataka,1856.3829307872388,8476.891050012355,558.8928815548611,709.988376036466,164.8316026723936,4.566348305313036
Maize,2015,Rabi,Andhra Pradesh,233.20705164395636,1315.5338375085284,1349.583844365538,663.8537514709495,43.276660665155575,5.641055140635242
Cotton,2013,Rabi,Gujarat,4233.869932535358,11723.129619587688,1830.5908425908117,821.2026837039218,189.73726647633646,2.7688922443036774
Groundnut,2019,Summer,Tamil Nadu,6690.081865932351,13113.168101486863,984.8772140008866,758.349319605592,41.46314666745188,1.9600908276268707
Soybean,2015,Kharif,Karnataka,5115.327092216248,10345.550104417563,871.6577433532526,489.3692042789822,14.8773702803263,2.022461109116541
Maize,2016,Summer,Punjab,8915.615950481471,47327.76290063324,1622.2865679696188,837.193289909719,142.592799827571,5.308412022623899
Barley,2018,Summer,Maharashtra,4396.395576752931,12030.75186261953,1403.137049704741,722.6078879284191,45.07313096447839,2.7365034953258562
Barley,2019,Whole Year,Punjab,3178.927850215603,14518.260337853531,1347.5410135352076,208.33006466350992,154.1631041300581,4.567030464962854
Wheat,2016,Winter,Madhya Pradesh,9168.881894455671,19258.571092544073,723.9517987153117,585.8856239048378,161.0574058166517,2.100427436434701
Soybean,2015,Winter,West Bengal,4127.342558480371,9929.77743436999,763.9419779914784,755.7002256069445,54.9728557245247,2.405852505256068
Sugarcane,2010,Winter,Maharashtra,2769.513830232155,15781.954511432123,922.6816638860364,597.9593815464524,26.476862809290154,5.698456652989234
Wheat,2011,Kharif,Karnataka,1066.8446604197961,3555.153724151363,810.2584020229053,954.1257858564378,105.15598359297196,3.3324005415675364
Wheat,2010,Whole Year,Andhra Pradesh,7953.766754836626,46534.58192386618,1957.167117569654,191.34214138789258,179.14151700797527,5.85063446769656
Rice,2018,Whole Year,West Bengal,8268.405461898647,53999.56416652393,527.916524534236,750.0895235909449,170.98530919558203,6.53083165978706
Cotton,2019,Winter,Madhya Pradesh,429.6480572952027,852.3112821899406,1439.084507643986,842.0057302865505,32.245666735051074,1.9837428977465021
Soybean,2019,Summer,Uttar Pradesh,3650.591424175095,9933.523612489354,1276.3982373131576,732.387875414655,193.30882025852043,2.7210724121870142
Wheat,2018,Kharif,Madhya Pradesh,7523.7769005198015,40541.375946276814,984.8768538476545,447.02650455796567,60.15034712359993,5.388434091323986
Rice,2016,Summer,West Bengal,9469.180290131733,56284.827654227396,1831.383068155963,446.9322818829934,76.38432363437771,5.944002113137966
Sugarcane,2022,Rabi,Rajasthan,3840.4010100645596,40557.10786462176,1505.2438663089233,627.9107545675114,38.31954618370495,10.560643994815523
Maize,2011,Whole Year,Gujarat,8733.328970656987,31440.98296574457,1997.5315269848397,457.3882327190739,81.78256345310274,3.60011435174179
Groundnut,2015,Whole Year,Tamil Nadu,3997.8320246687313,8515.372624981459,752.983938989728,894.8646976292479,130.7718102007392,2.129997601809461
Groundnut,2020,Summer,Punjab,1876.996809702216,5949.15571062415,631.8017538017432,198.93755646500534,106.15486942238867,3.169507630419456
Soybean,2013,Kharif,Uttar Pradesh,134.11682339100994,435.08444222281366,709.095901199516,675.2416131754773,167.23250216192918,3.2440705887758003
Wheat,2010,Whole Year,Tamil Nadu,3368.7921292135097,13596.656605575974,903.9364513768944,220.70346469627395,131.84715413879616,4.036062803539706
Groundnut,2010,Summer,Madhya Pradesh,3846.9030022009783,6327.070944838076,1125.180487351934,586.1438222491375,60.07344957536781,1.6447180865278086
Cotton,2021,Kharif,Andhra Pradesh,9456.663535984628,27911.261019786984,1793.9049275029145,744.0230821696255,115.91322600719822,2.95149139160748
Groundnut,2014,Summer,Punjab,2140.095498964166,3833.8396151214797,925.38764949333,248.95982490422406,22.19631391875983,1.7914338948785733
Groundnut,2021,Kharif,Uttar Pradesh,3884.0840093732963,16200.452099583776,1872.8649650415234,733.6298993406881,120.3502065414476,4.170983959277891
Groundnut,2011,Winter,Tamil Nadu,349.02588524882026,790.8036674818802,1194.3615326070749,225.98202808998184,84.03612761268901,2.2657450375582227
Barley,2013,Kharif,Punjab,7659.043377404725,24940.52684658253,1470.605027808474,658.4983710662251,28.695713490607247,3.2563501233274974
Rice,2010,Rabi,Punjab,9159.898238924368,43056.789694770276,896.6115710839262,554.9977263905971,68.41815106824852,4.7005751124836035
Wheat,2013,Winter,Uttar Pradesh,2454.4244080372696,8812.916123103229,734.0207240353069,368.2674584283355,180.63652859418713,3.5906243819302044
Cotton,2020,Summer,Karnataka,4347.051595337629,8515.788800883129,1804.185410987074,200.39385776977224,121.34721001173592,1.9589803833974786
Wheat,2015,Winter,Gujarat,1308.9149515233405,4069.589977083287,664.2592707802459,762.2687256408249,181.62032129917972,3.109132470636858
Barley,2019,Winter,Karnataka,4622.670760097619,15700.165502012227,1661.031958650534,443.62462003930534,88.05275752516783,3.3963408420807975
Soybean,2013,Summer,Punjab,1420.0903900765445,3279.8257934369785,1371.4764591152862,177.87769954585872,195.9926338841167,2.309589457372634
Soybean,2010,Summer,West Bengal,5281.150094749606,19101.97673077857,1791.7066725182733,795.5104044454596,78.40362016465618,3.617010762441556
Soybean,2016,Rabi,Maharashtra,7372.758200279108,30303.60006026746,1576.7276181472657,309.60521513543864,153.79287687764676,4.1102121128996565
Sugarcane,2023,Summer,West Bengal,5578.093470660265,58697.48753432396,922.4961531673127,762.8068483349684,68.0265858612108,10.522858364253278
Groundnut,2011,Whole Year,Uttar Pradesh,2527.673826035022,4850.1050850838155,1361.6413958859143,608.408817346663,30.13820420549215,1.9188017991592778
Sugarcane,2018,Whole Year,Punjab,3602.5802561421606,49106.41284655422,519.610429408171,275.0761104211461,168.2807533797679,13.630900453315661
Rice,2022,Rabi,Punjab,6421.870103285761,44731.56959931744,1212.8275135586434,168.7651544573128,154.89049010533034,6.96550520018
Soybean,2012,Kharif,Andhra Pradesh,5938.578636114319,28695.47055738191,629.0204533580535,633.9241138623631,165.91951642547764,4.832043543698478
Barley,2017,Kharif,Gujarat,1454.0704024012014,5118.667990648628,1143.4174967154945,122.69064901548592,66.94196102026628,3.520233946166456
Cotton,2022,Whole Year,Andhra Pradesh,8464.999788304416,21288.531588637677,664.4177119980158,158.91803637770153,143.69570886418435,2.5148886144156517
Wheat,2017,Summer,Uttar Pradesh,4804.3702312454525,19498.802024147295,1933.2197104181225,731.9971737700305,51.78534107222735,4.058555249829811
Groundnut,2012,Rabi,Rajasthan,1707.455322811291,2562.7687026949925,1284.6019361115918,584.9864572611727,12.14919188968208,1.5009287027642078
Maize,2013,Kharif,Karnataka,1315.9827714898195,3879.85271364465,1869.826977914965,393.66573908893923,174.63286737077692,2.9482549450493813
Cotton,2011,Kharif,Andhra Pradesh,9658.96256898679,32746.242425884113,533.5493344486488,585.3051484015813,109.46984254063867,3.3902442619486353
Groundnut,2013,Winter,Uttar Pradesh,2887.1976006181058,8724.157746768195,1456.4799258228468,632.4843947724275,196.8941341215968,3.021669782802702
